ID,Name,Key,EditType,EditTypeEX,IsTemplate,DropType,TriggerType,Model,Texture,TextureID,Quality,Chip,ShowType,ShowId,QualityLevel,ShowQuality,InvolvedID,UnlockType,UnlockFlag,ReplaceID,ChipPrice,ChipNum,CondUnlcokType,FilterType,Type,CreateType,ClassificationType,SortId,EXSortId,TypeDesc,Version,UnlockWay,TypeDesc,Desc,GetWay,Icon,IsMeshModel,IconEffect,WieldSound,WieldImage,WieldScale,ThirdPersonScale,DropScale,WieldPeriod,StackMax,Usable,Range,ItemGroup,UseTarget,UseScript,UseScript2,EmitScript,EnchantTag,StuffType,EnchantAfterID,,CanExtract,Score,Cooldown,Skills,CostFoodLevel,HandEffect,HandEffect,Scale,ScriptMasking
167,落日橙竖薄板,,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[44],45,850,测试,22,,100011,竖立着的轻薄木板，可堆叠改变厚度,在工匠台用落日橙颜料刷漆加工,,2,,,,,,,200,64,0,5,514,1,VaryVerticalSlab_OnUse,,,,,,,,,,,,,,,
168,海棠红竖薄板,,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[44],45,850,测试,22,,100011,竖立着的轻薄木板，可堆叠改变厚度,在工匠台用海棠红颜料刷漆加工,,2,,,,,,,200,64,0,5,514,1,VaryVerticalSlab_OnUse,,,,,,,,,,,,,,,
169,象牙白竖薄板,,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[44],45,850,测试,22,,100011,竖立着的轻薄木板，可堆叠改变厚度,在工匠台用象牙白颜料刷漆加工,,2,,,,,,,200,64,0,5,514,1,VaryVerticalSlab_OnUse,,,,,,,,,,,,,,,
170,秋叶橙竖薄板,,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[44],45,850,测试,22,,100011,竖立着的轻薄木板，可堆叠改变厚度,在工匠台用秋叶橙颜料刷漆加工,,2,,,,,,,200,64,0,5,514,1,VaryVerticalSlab_OnUse,,,,,,,,,,,,,,,
171,竖薄板,,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[44],45,850,测试,22,,100011,竖立着的轻薄木板，可堆叠改变厚度,在工匠台用木料加工,,2,,,,,,,200,64,0,5,514,1,VaryVerticalSlab_OnUse,,,,,,,,,,,,,,,
172,黄砖竖薄板,,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[44],45,850,测试,22,,100011,竖立着的轻薄石板，可堆叠改变厚度,在工匠台用黄砖加工,,2,,,,,,,200,64,0,5,514,1,VaryVerticalSlab_OnUse,,,,,,,,,,,,,,,
173,锰块竖薄板,,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[44],45,850,测试,22,,100011,竖立着的轻薄金属板，可堆叠改变厚度,在工匠台用锰结核加工,,2,,,,,,,200,64,0,5,514,1,VaryVerticalSlab_OnUse,,,,,,,,,,,,,,,
174,浅苍灰竖薄板,,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[44],45,850,测试,22,,100011,竖立着的轻薄木板，可堆叠改变厚度,在工匠台用浅苍灰颜料刷漆加工,,2,,,,,,,200,64,0,5,514,1,VaryVerticalSlab_OnUse,,,,,,,,,,,,,,,
200,樱桃木,CherryWood,12,,,4,1,,,,,2,,,,-1,,,,,,,,3,1,4,[42],0,40,测试,,,100010,樱桃树干，可在工匠台加工成树枝，可用于装饰，也可以作为燃料,在斧类工具上镶嵌#c0aba1d完整获取#n符文后砍伐获得,,2,,,,,,,200,64,0,5,200,,,,,,,,,1,,,,,,,,
201,落叶松木,Larch,12,,,4,1,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,40,测试,,,100010,落叶松树干，可在工匠台加工成树枝，可用于装饰，也可以作为燃料,在斧类工具上镶嵌#c0aba1d完整获取#n符文后砍伐获得,,2,,,,,,,200,64,0,5,200,,,,,,,,,,,,,,,,,
202,白杨木,Poplarwood,12,,,4,1,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,40,测试,,,100010,白杨树干，可在工匠台加工成树枝，可用于装饰，也可以作为燃料,在斧类工具上镶嵌#c0aba1d完整获取#n符文后砍伐获得,,2,,,,,,,200,64,0,5,200,,,,,,,,,,,,,,,,,
203,红杉木,Redwood,12,,,4,1,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,40,测试,,,100010,红杉树干，可在工匠台加工成树枝，可用于装饰，也可以作为燃料,在斧类工具上镶嵌#c0aba1d完整获取#n符文后砍伐获得,,2,,,,,,,200,64,0,5,200,,,,,,,,,,,,,,,,,
204,楠木,PhoebeWood,,,,,,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100010,楠木树干，可在工匠台加工成树枝，可用于装饰，也可以作为燃料,在斧类工具上镶嵌#c0aba1d完整获取#n符文后砍伐获得,,2,,,,,,,200,64,0,5,200,,,,,,,,,,,,,,,,,
205,核桃木,WalnutWood,12,,,4,1,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,40,测试,,,100010,核桃树干，可在工匠台加工成树枝，可用于装饰，也可以作为燃料,在斧类工具上镶嵌#c0aba1d完整获取#n符文后砍伐获得,,2,,,,,,,200,64,0,5,200,,,,,,,,,,,,,,,,,
206,木板,WoodBoard,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,50,测试,,,100010,基础建筑材料，在木制建筑中被广泛使用,在工匠台用木料加工,,2,,,,,,,200,64,0,5,206,,,,,,,,,,,,,,,,,
207,秋叶橙木板,YellowOrangeBoard,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,50,测试,,,100010,基础建筑材料，在木制建筑中被广泛使用,在工匠台用秋叶橙颜料刷漆加工,,2,,,,,,,200,64,0,5,206,,,,,,,,,,,,,,,,,
208,象牙白木板,WhiteBoard,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,50,测试,,,100010,基础建筑材料，在木制建筑中被广泛使用,在工匠台用象牙白颜料刷漆加工,,2,,,,,,,200,64,0,5,206,,,,,,,,,,,,,,,,,
209,海棠红木板,LightRedBoard,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,50,测试,,,100010,基础建筑材料，在木制建筑中被广泛使用,在工匠台用海棠红颜料刷漆加工,,2,,,,,,,200,64,0,5,206,,,,,,,,,,,,,,,,,
210,落日橙木板,RedOrangeBoard,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,50,测试,,,100010,基础建筑材料，在木制建筑中被广泛使用,在工匠台用落日橙颜料刷漆加工,,2,,,,,,,200,64,0,5,206,,,,,,,,,,,,,,,,,
211,深栗红木板,DeepRedBoard,13,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,50,测试,,,100010,基础建筑材料，在木制建筑中被广泛使用,在工匠台用深栗红颜料刷漆加工,,2,,,,,,,200,64,0,5,206,,,,,,,,,,,,,,,,,
212,樱桃树苗,CherryWoodSapling,,,,1,7,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100009,可以作为燃料使用，但烧的非常快,,[sapling_fruittree,0,,,,0.6,0.6,,200,64,0,5,212,,,,,,,,,,,,,,,,,
213,落叶松树苗,LarchSapling,,,,1,7,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100009,可以作为燃料使用，但烧的非常快,,[sapling_cathaya,0,,,,0.6,0.6,,200,64,0,5,212,,,,,,,,,,,,,,,,,
214,白杨树苗,PoplarSapling,,,,1,7,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100009,可以作为燃料使用，但烧的非常快,,[sapling_birch,0,,,,0.6,0.6,,200,64,0,5,212,,,,,,,,,,,,,,,,,
215,红杉树苗,RedwoodSapling,,,,1,7,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100009,可以作为燃料使用，但烧的非常快,,[sapling_redwood,0,,,,0.6,0.6,,200,64,0,5,212,,,,,,,,,,,,,,,,,
216,楠木树苗,PhoebeSapling,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100009,可以作为燃料使用，但烧的非常快,,[sapling_phoebe,0,,,,0.6,0.6,,200,64,0,5,212,,,,,,,,,,,,,,,,,
217,核桃树苗,WalnutSapling,,,,1,7,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100009,可以作为燃料使用，但烧的非常快,,[sapling_walnut,0,,,,0.6,0.6,,200,64,0,5,212,,,,,,,,,,,,,,,,,
218,樱桃木树叶,CherryWoodLeaves,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,1,[11],10,150,测试,,,100009,可以用来做篝火燃料或者制氧原料,,,2,,,,,,,200,64,0,5,218,,,,,,,,,,,,,,,,,
219,落叶松树叶,LarchLeaves,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,1,[11],11,150,测试,,,100009,可以用来做篝火燃料或者制氧原料,,,2,,,,,,,200,64,0,5,218,,,,,,,,,,,,,,,,,
220,白杨树叶,PoplarLeaves,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,1,[11],12,150,测试,,,100009,可以用来做篝火燃料或者制氧原料,,,2,,,,,,,200,64,0,5,218,,,,,,,,,,,,,,,,,
221,红杉树叶,RedwoodLeaves,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,1,[11],13,150,测试,,,100009,可以用来做篝火燃料或者制氧原料,,,2,,,,,,,200,64,0,5,218,,,,,,,,,,,,,,,,,
222,楠木树叶,PhoebeLeaves,,,,,,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100009,可以用来做篝火燃料或者制氧原料,,,2,,,,,,,200,64,0,5,218,,,,,,,,,,,,,,,,,
223,核桃树叶,WalnutLeaves,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,1,[11],14,150,测试,,,100009,可以用来做篝火燃料或者制氧原料,,,2,,,,,,,200,64,0,5,218,,,,,,,,,,,,,,,,,
224,小草,Grass,12,,,1,1,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,450,测试,,,100009,#c0aba1d破坏#n后有可能获得#c0aba1d一把杂草#n,天苍苍，野茫茫，风吹草低见牛羊,[tallgrass,2,,,,0.7,0.7,,200,64,0,5,,,,,,,,,,,,,,,,,,
225,枯草,DeadGrass,12,,,1,1,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,450,测试,,,100009,使用#c0aba1d铲#n类工具收获#c0aba1d枯草#n，其余工具则收获#c0aba1d一把杂草#n,离离原上草，一岁一枯荣,[deadbush,2,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
226,土笋,EarthenShoots,12,,,1,7,,,,,,,,,-1,,,,,,,,4,1,1,[11],21,550,测试,,,100009,在阴暗处生长的植物，是烹饪的原材料，无法生食,,icon226,2,,,,0.6,0.6,,200,64,0,5,226,1,,,,,,,,,,,,,,,,
227,紫苏,Perilla,12,,,1,7,,,,,,,,,-1,,,,,,,,4,1,1,[11],21,550,测试,,,100009,在阴暗处生长的植物，是烹饪的原材料，无法生食,,icon227,2,,,,,,,200,64,0,5,226,1,,,,,,,,,,,,,,,,
228,独葵,DuKui,33,,,1,7,,,,,,,,,-1,,,,,,,,4,11,1,"[11,13]",10,30,测试,,,100009,#c0aba1d食用#n后恢复5体力值#r#c0aba1d喂食角鹿#n使其进入#c0aba1d产奶#n状态,生长在#c0aba1d雨林中#n,icon228,2,,,,0.6,0.6,,200,64,0,5,,5,,,,,,,,,,,,,,,,
229,玉米,Corn,34,,,1,7,,,,,,,,,-1,,,,,,,,4,1,1,"[11,13]",10,550,测试,,,100009,可加工成玉米粉，玉米粉是烹饪的基础原材料,玉米的种子在耕地上种植，或收获野生玉米获得,icon229,2,,,,0.6,0.6,,200,64,0,5,229,,,,,,,,,,,,,,,,,
230,巨布鲁果,GiantBlueFruit,12,3,,1,6,,,,,,,,,-1,,,,,,,,4,1,1,"[11,12]",10,740,测试,,,100009,#c0aba1d食用#n后恢复15体力值,在耕地上种植巨布鲁果的种子获得,,2,,,,,,,200,64,1,5,,5,,,,,,,,,0.1,,,,,,,
231,巨布鲁果苗,GiantBlueFruitSeed,,,,,,,,,,,,,,-1,,,,,,,,4,1,0,,,,测试,,,,有了阳光和水，再等一段时间，苗上会长出果实,,icon231,2,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
232,气根,AirRoot,12,,,1,1,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,850,测试,,,100009,大树上垂下的气根，异常坚韧，可承受人的重量，别爬太高，小心摔下来！,,icon232,2,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
233,红土,RedSoil,11,,,4,3,,,,,,,,,-1,,,,,,,,3,1,4,[41],0,50,测试,,,100016,罕见的红色土壤，含丰富且奇异的成分，在上面生长的植物都会发生一些神奇的变化,传说中海上有座岛，那里遍地都是红土,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
234,水稻,Rice,12,,,1,7,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,710,测试,,,100009,生长在#c0aba1d盆地的水域中#n，可加工成一碗生米饭，然后在石锅内煮成一碗熟米饭#r喂给嘟嘟鸟吃可以使它进入繁殖状态,在底部为土块或黄沙，且高度为一格的水面种植水稻种子获得,[rice_s3,2,,,,0.6,0.6,,200,64,0,5,229,2,Rice_OnUse,,,,,,,,,,,,,,,
236,青瓜,Cucumber,33,3,,1,6,,,,,,,,,-1,,,,,,,,4,1,1,"[11,12]",10,30,测试,,,100009,#c0aba1d食用#n后恢复15体力值#r可在#c0aba1d耕地#n上种植,破坏陶罐、击败爆爆蛋时，均有可能获得,icon236,2,,,,0.6,0.6,,200,64,0,5,236,5,,,,,,,,,0.1,,,,,,,
237,红杉果,BallFruit,,,,,,,,,,,,,,-1,,,,,,,,4,1,0,,,,测试,,,,红杉木上的果实，是烹饪的原材料,,icon237,0,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
238,荆棘草,ThornGrass,12,,,1,1,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,450,测试,,,100009,带刺的小草，#c0aba1d破坏#n后有可能获得#c0aba1d一把杂草#n,,[fern,2,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
239,巨鳞羽果,GiantScalyFruit,12,3,,1,6,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,740,测试,,,100009,太大了，要切开才能吃！需要在工匠台里加工一下,在耕地上种巨鳞羽果种子也可获得,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
240,巨鳞羽果苗,GiantScalyFruitSeed,,,,,,,,,,,,,,-1,,,,,,,,4,1,0,,,,测试,,,,有了阳光和水，再等一段时间，苗上会长出果实,,icon240,2,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
241,番薯,Yams,33,3,,1,6,,,,,,,,,-1,,,,,,,,4,1,1,"[11,12]",10,30,测试,,,100009,#c0aba1d食用#n后恢复15体力值#r可在#c0aba1d耕地#n上种植,破坏陶罐有可能获得,icon241,2,,,,0.5,0.5,,200,64,0,5,236,5,,,,,,,,,0.1,,,,,,,
242,仙人掌茎,Cactus,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,1,[11],10,720,测试,,,100009,生长在#c0aba1d沙漠#n里，可以和木棒一起加工成布满尖刺的武器！,使用仙人掌种子种植在土坑中也可获得,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
243,野生玉米,WildCorn,12,,,1,1,,,,,,,,,-1,,,,,,,,4,1,0,,0,710,测试,,,100009,破坏后有可能获得#c0aba1d玉米#n,野蛮生长的玉米，因缺乏照料营养不是很足,icon229,2,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
244,圣诞树,ChristmasTree,,,,,4,,,,,2,,,,-1,,,,,,,,3,1,0,,,,测试,,,,圣诞老人亲手装点的常青树，通常用于装饰建筑,圣诞活动期间圣诞老人的商店中购买,icon244,0,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,1,,,,,,,,
245,水草,Waterweed,12,,,1,1,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,950,测试,,,100009,生长在#c0aba1d浅海#n的水生植物，因长势错综复杂很容易缠住停留在其上的生物和道具，尽量不要停留太久，如果运气够好也有可能在其中找到稀有的珍宝,,[waterweed,2,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
246,海带,Seaweed,12,,,1,1,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,950,测试,,,100009,生长在#c0aba1d浅海#n的常见水生植物，破坏后有概率掉落#c0aba1d生海带#n,镶嵌完整获取符文会收获海带,[seaweed,2,,,,0.6,0.6,,200,64,0,5,300,,,,,,,,,,,,,,,,,
247,漂浮的花瓣,FloatingFlower,12,,,1,1,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,949,测试,,,100009,散落在#c0aba1d水面上#n，可放置在水面做装饰,,icon247,2,,,,0.6,0.6,,200,64,0,5,,2,WaterLily_OnUse,,,,,,,,,,,,,,,
248,漂浮的木板,FloatingPlank,14,,,1,1,,,,,,,,,-1,,,,,,,,4,1,3,[34],10,660,测试,,,100009,放置在水面上可#c0aba1d承受重量#n,在工匠台用木板在加工,icon248,2,,,,0.6,0.6,,200,64,0,5,,2,LilyPad_OnUse,,,,,,,,,,,,,,,
249,松果,PineCone,,,,,,,,,,,,,,-1,,,,,,,,,1,0,,,,测试,,,,落叶松的果实，可烹饪美味的食物,,icon249,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
250,荷花,Lotus,12,,,1,1,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,949,测试,,,100009,生长在#c0aba1d水面上#n，可放置在水面做装饰,,icon250,2,,,,1.5,1.4,,200,64,0,5,,2,LilyPad_OnUse,,,,,,,,,,,,,,,
251,竹子,Bamboo,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,1,"[11,13]",10,720,测试,,,100009,对#c0aba1d熊猫#n使用后，有可能将其#c0aba1d驯服#n#r#c0aba1d喂食#n已驯服的熊猫后，可获得空心竹竿,生长在#c0aba1d竹林#n，也可在土坑中种植竹笋获得,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
252,竹叶,BambooLeaves,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,1,[11],10,150,测试,,,100009,可用作装饰，破坏后有几率掉落竹笋,,,2,,,,,,,200,64,0,5,218,,,,,,,,,,,,,,,,,
253,竹笋,BambooShoot,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,1,[11],10,550,测试,,,100009,种植在#c0aba1d土坑#n中可长成竹子,破坏竹叶有可能获得,,2,,,,0.8,0.8,,200,64,0,5,212,,,,,,,,,,,,,,,,,
254,桃花木,Peachwood,12,,,4,1,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,40,测试,,,100010,在背包加工或工匠台可加工成木板、树枝，也可以作为燃料,用#c0aba1d斧类工具#n可快速砍伐,,2,,,,,,,200,64,0,5,200,,,,,,,,,,,,,,,,,
255,桃花树叶,PeachLeaves,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,1,[11],5,150,测试,,,100009,可以用来做篝火燃料或者制氧原料#r喂给飞鸡吃可使它进入繁殖状态,,,2,,,,,,,200,64,0,5,218,,,,,,,,,,,,,,,,,
256,桃花树苗,PeachSapling,,,,1,7,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100009,在#c0aba1d土坑中#n种植可长成桃树,破坏桃树叶有几率掉落,[sapling_peachblossom,0,,,,0.6,0.6,,200,64,0,5,212,,,,,,,,,,,,,,,,,
257,珍木,Genwood,12,,,4,1,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,50,测试,,,100010,在背包加工或工匠台可加工成木板、树枝，也可以作为燃料,用#c0aba1d斧类工具#n可快速砍伐,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
258,珍木树叶,Genleaves,12,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,[11],6,150,测试,,,100009,可以用来做篝火燃料或者制氧原料,,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
259,珍木树苗,Gensapling,,,,1,7,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100009,珍木的幼苗,破坏珍木树叶有几率掉落,icon259,2,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
260,无叶珍木,BaldGenwood,12,,,4,1,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,50,测试,,,100010,生长在萌眼星的贫瘠地表上，侧面可种植氧气果,要用#c0aba1d秘银斧#n或更高级斧类工具砍伐,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
261,星光孢子杆,HorasSporestipe,12,,,4,1,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,50,测试,,,100010,在其旁边种植土笋、紫苏会发生#c0aba1d变异#n,生长在萌眼星#c0aba1d空岛下方的阴暗处#n,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
262,游戏版本过低,,,,,,,,,,,,,,,-1,,,,,,,,,0,0,,,,测试,,,,,,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
263,星光孢子种子,HorasSporeSeed,32,,,1,7,,,,,,,,,-1,,,,,,,,4,1,1,[13],21,350,测试,,,100008,#c0aba1d种植#n在阴暗处的萌眼星石块上，一段时间后会长出星光孢子,,icon263,0,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
264,苍石灰木板,GreyBoard,13,,,4,4,,,,,,,,,-1,,,,,,,,4,1,4,[42],0,50,测试,,,100010,基础建筑材料，在木制建筑中被广泛使用,在工匠台用苍石灰颜料刷漆加工,,2,,,,,,,200,64,0,5,206,,,,,,,,,,,,,,,,,
265,无叶珍木木板,BaldGenwooddeck,,,,4,4,,,,,,,,,-1,,,,,,,,,0,0,,,,测试,,,,可用于装饰,在工匠台用无叶珍木制作,,2,,,,,,,200,64,0,5,206,,,,,,,,,,,,,,,,,
266,变异土笋,MutatedEarthenShoots,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,,,10,740,测试,,,100008,#c0aba1d食用#n后恢复15体力，并会获得以下特殊效果#r#c0aba1d荧光、疯狂挖掘或挖掘疲劳状态。,将星光孢子接近土笋变异而成,,2,,,,,,,200,64,1,5,,5,,,,,,,,,,,,,,,,
267,变异紫苏,MutatedPerilla,12,,,1,1,,,,,,,,,-1,,,,,,,,3,1,,,10,740,测试,,,100008,#c0aba1d食用#n后恢复15体力，并会获得以下特殊效果#r#c0aba1d荧光、生命恢复或中毒状态。,将星光孢子接近紫苏变异而成,,2,,,,,,,200,64,1,5,,5,,,,,,,,,,,,,,,,
268,变异的植物杆,Mutatedstipe,12,,,4,4,,,,,,,,,-1,,,,,,,,3,1,4,[42],0,50,测试,,,100010,,生长在萌眼星#c0aba1d空岛下方的阴暗处#n,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
269,荧光彩色草,Fluorescentflower,12,,,1,1,,,,,,,,,-1,,,,,,,,4,1,1,[11],10,550,测试,,,100009,制作小荧光球和大荧光球的材料之一,生长在萌眼星#c0aba1d空岛上#n,icon269,0,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
270,星光孢子,HorasSpore1,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
271,星光孢子,HorasSpore2,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
272,星光孢子,HorasSpore3,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
273,星光孢子,HorasSpore4,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
274,星光孢子,HorasSpore5,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
275,星光孢子,HorasSpore6,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
276,星光孢子,HorasSpore7,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
277,星光孢子,HorasSpore8,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
278,星光孢子,HorasSpore9,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
279,星光孢子,HorasSpore10,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
280,星光孢子,HorasSpore11,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
281,星光孢子,HorasSpore12,16,,,1,1,,,,,,,,,-1,,,,,,,,4,2,1,"[11,12]",99,350,测试,,,100009,#c0aba1d食用#n后恢复15体力，并获得#c0aba1d荧光状态#n，概率获得夜视或晕头转向状态,生长在萌眼星空岛下方的阴暗处，种植星光孢子种子也可获得,,2,,,,,,,200,64,1,5,272,5,,,,,,,,,,,,,,,,
